cluster_id,pilot_id,complex_name,addr_legal,addr_road,approval_date,dong_token,alias_applied,sigunguCd,bjdongCd,platGbCd,bun,ji,bjd10,query_variant,variant_of,query_key,parse_status,lookup_status,code_source,needs_review,needs_map_check,dup_cluster_ids,note
A10024480,DEV-NAMYANGJU-DASAN,다산자이아이비플레이스 아파트,경기도 남양주시 다산동 6028,경기도 남양주시 다산중앙로 153,2021-01-07,다산동,,41360,11200,0,6028,0000,4136011200,primary,,41360-11200-0-6028-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10024480,
A10024415,DEV-NAMYANGJU-DASAN,다산해모로아파트,경기도 남양주시 다산동 6297,경기도 남양주시 미금로19번길 9,2021-02-19,다산동,,41360,11200,0,6297,0000,4136011200,primary,,41360-11200-0-6297-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10024415,
A10024195,DEV-NAMYANGJU-DASAN,다산센트럴파크,경기도 남양주시 다산동 6107,경기도 남양주시 다산중앙로82번길 87-17,2021-07-28,다산동,,41360,11200,0,6107,0000,4136011200,primary,,41360-11200-0-6107-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10024195,
A10024153,DEV-NAMYANGJU-DASAN,다산자이 폴라리스,경기도 남양주시 다산동 6015,경기도 남양주시 다산순환로 242,2021-07-29,다산동,,41360,11200,0,6015,0000,4136011200,primary,,41360-11200-0-6015-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10024153,
A10024060,DEV-NAMYANGJU-DASAN,다산 메트로 3단지,경기도 남양주시 다산동 6076,경기도 남양주시 다산중앙로123번길 47,2021-08-31,다산동,,41360,11200,0,6076,0000,4136011200,primary,,41360-11200-0-6076-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10024060,
A10024093,DEV-NAMYANGJU-DASAN,다산 푸르지오,경기도 남양주시 다산동 6163,경기도 남양주시 다산중앙로82번안길 74,2021-10-27,다산동,,41360,11200,0,6163,0000,4136011200,primary,,41360-11200-0-6163-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10024093,
A10023863,DEV-NAMYANGJU-DASAN,다산지금 경기행복주택,경기도 남양주시 다산동 6110,경기도 남양주시 다산중앙로82번길 106,2022-04-07,다산동,,41360,11200,0,6110,0000,4136011200,primary,,41360-11200-0-6110-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10023863,
A10023642,DEV-NAMYANGJU-DASAN,다산지금데시앙,경기도 남양주시 다산동 6109,경기도 남양주시 다산중앙로82번길 105,2022-08-19,다산동,,41360,11200,0,6109,0000,4136011200,primary,,41360-11200-0-6109-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10023642,
A10023643,DEV-NAMYANGJU-DASAN,다산진건데시앙,경기도 남양주시 다산동 6026,경기도 남양주시 다산중앙로171번길 21-10,2022-08-19,다산동,,41360,11200,0,6026,0000,4136011200,primary,,41360-11200-0-6026-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10023643,
A10022971,DEV-NAMYANGJU-DASAN,다산 포레스트 2단지,경기도 남양주시 다산동 6013,경기도 남양주시 다산순환로 311,2023-10-04,다산동,,41360,11200,0,6013,0000,4136011200,primary,,41360-11200-0-6013-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10022971,
A10022765,DEV-NAMYANGJU-DASAN,해링턴플레이스 다산파크,경기도 남양주시 다산동 3473,경기도 남양주시 미금로 98,2024-02-21,다산동,,41360,11200,0,3473,0000,4136011200,primary,,41360-11200-0-3473-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10022765,
A10022615,DEV-NAMYANGJU-DASAN,다산역자연앤푸르지오,경기도 남양주시 다산동 6084,경기도 남양주시 다산중앙로123번길 29,2024-02-22,다산동,,41360,11200,0,6084,0000,4136011200,primary,,41360-11200-0-6084-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10022615,
A10022364,DEV-NAMYANGJU-DASAN,다산유보라마크뷰,경기도 남양주시 다산동 4438,,2024-07-15,다산동,,41360,11200,0,4438,0000,4136011200,primary,,41360-11200-0-4438-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10022364,
A13876113,DEV-WIRYE,송파더센트레아파트,서울특별시 송파구 장지동 879,서울특별시 송파구 위례광장로 163,2013-11-01,장지동,,11710,10900,0,0879,0000,1171010900,primary,,11710-10900-0-0879-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A13876113,
A13876114,DEV-WIRYE,송파꿈에그린아파트,서울특별시 송파구 장지동 901,서울특별시 송파구 위례광장로 121,2013-11-08,장지동,,11710,10900,0,0901,0000,1171010900,primary,,11710-10900-0-0901-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A13876114,
A10028086,DEV-WIRYE,위례 송파푸르지오,서울특별시 송파구 장지동 878,서울특별시 송파구 위례광장로 185,2015-01-23,장지동,,11710,10900,0,0878,0000,1171010900,primary,,11710-10900-0-0878-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10028086,
A10027741,DEV-WIRYE,플로리체 위례 아파트,경기도 하남시 학암동 671,경기도 하남시 위례중앙로 185,2015-10-30,학암동,,41450,11600,0,0671,0000,4145011600,primary,,41450-11600-0-0671-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10027741,
A10027709,DEV-WIRYE,래미안위례아파트,경기도 성남수정구 창곡동 528,경기도 성남시 수정구 위례순환로 150,2015-11-27,창곡동,,41131,10800,0,0528,0000,4113110800,primary,,41131-10800-0-0528-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10027709,
A10027720,DEV-WIRYE,힐스테이트위례,경기도 성남수정구 창곡동 572,경기도 성남시 수정구 위례동로 15,2015-11-27,창곡동,,41131,10800,0,0572,0000,4113110800,primary,,41131-10800-0-0572-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10027720,
A10027720,DEV-WIRYE,힐스테이트위례,경기도 성남수정구 창곡동,경기도 성남시 수정구 위례동로 15,2015-11-27,창곡동,,41131,10800,0,0000,0000,4113110800,primary,,41131-10800-0-0000-0000,FAIL,SUCCESS,code_go_kr:active,False,False,A10027720|A10027369|A10026623,DUP_COUNT: 3
A10027744,DEV-WIRYE,위례아이파크아파트,서울특별시 송파구 장지동 894,서울특별시 송파구 위례광장로 136,2015-11-30,장지동,,11710,10900,0,0894,0000,1171010900,primary,,11710-10900-0-0894-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10027744,
A10027692,DEV-WIRYE,위례더힐55,경기도 성남수정구 창곡동 521,경기도 성남시 수정구 위례순환로 150,2015-12-31,창곡동,,41131,10800,0,0521,0000,4113110800,primary,,41131-10800-0-0521-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10027692,
A10027692,DEV-WIRYE,위례더힐55,경기도 성남수정구 창곡동 2-10,경기도 성남시 수정구 위례순환로 150,2015-12-31,창곡동,,41131,10800,0,0002,0010,4113110800,primary,,41131-10800-0-0002-0010,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10027692,
A10027686,DEV-WIRYE,위례롯데캐슬아파트,경기도 하남시 학암동 672,경기도 하남시 위례중앙로 215,2016-01-15,학암동,,41450,11600,0,0672,0000,4145011600,primary,,41450-11600-0-0672-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10027686,
A10027715,DEV-WIRYE,위례 그린파크푸르지오,경기도 하남시 학암동 673,경기도 하남시 위례순환로 270,2016-01-28,학암동,,41450,11600,0,0673,0000,4145011600,primary,,41450-11600-0-0673-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10027715,
A10027632,DEV-WIRYE,송파 와이즈더샵,서울특별시 송파구 장지동 895,서울특별시 송파구 위례광장로 270,2016-02-26,장지동,,11710,10900,0,0895,0000,1171010900,primary,,11710-10900-0-0895-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10027632,
A10027595,DEV-WIRYE,위례센트럴푸르지오,경기도 성남수정구 창곡동 519,경기도 성남시 수정구 위례순환로 211,2016-04-11,창곡동,,41131,10800,0,0519,0000,4113110800,primary,,41131-10800-0-0519-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10027595,
A10027553,DEV-WIRYE,위례2차아이파크아파트,서울특별시 송파구 장지동 884,서울특별시 송파구 위례광장로 193,2016-05-26,장지동,,11710,10900,0,0884,0000,1171010900,primary,,11710-10900-0-0884-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10027553,
A10027509,DEV-WIRYE,위례 LH 35단지,경기도 성남수정구 창곡동 510,경기도 성남시 수정구 위례광장로 311,2016-05-31,창곡동,,41131,10800,0,0510,0000,4113110800,primary,,41131-10800-0-0510-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10027509,
A10027546,DEV-WIRYE,위례 센트로엘 아파트,경기도 하남시 학암동 662,경기도 하남시 위례광장로 265,2016-06-03,학암동,,41450,11600,0,0662,0000,4145011600,primary,,41450-11600-0-0662-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10027546,
A10027369,DEV-WIRYE,위례 래미안이편한세상,경기도 성남수정구 창곡동 567,경기도 성남시 수정구 위례동로 61,2016-06-30,창곡동,,41131,10800,0,0567,0000,4113110800,primary,,41131-10800-0-0567-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10027369,
A10027461,DEV-WIRYE,힐스테이트 송파위례아파트,서울특별시 송파구 장지동 170,서울특별시 송파구 위례광장로 170,2016-07-19,장지동,,11710,10900,0,0170,0000,1171010900,primary,,11710-10900-0-0170-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10027461,
A10027335,DEV-WIRYE,위례자이아파트,경기도 성남수정구 창곡동 531,경기도 성남시 수정구 위례순환로 100,2016-10-27,창곡동,,41131,10800,0,0531,0000,4113110800,primary,,41131-10800-0-0531-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10027335,
A10027277,DEV-WIRYE,위례호반써밋에비뉴,경기도 성남수정구 창곡동 515,경기도 성남시 수정구 위례광장로 9-10,2016-12-06,창곡동,,41131,10800,0,0515,0000,4113110800,primary,,41131-10800-0-0515-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10027277,
A10023897,DEV-WIRYE,위례중앙푸르지오아파트,서울특별시 송파구 장지동 897,서울특별시 송파구 위례광장로 120,2016-12-23,장지동,,11710,10900,0,0897,0000,1171010900,primary,,11710-10900-0-0897-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10023897,
A10023897,DEV-WIRYE,위례중앙푸르지오아파트,서울특별시 송파구 장지동 896,서울특별시 송파구 위례광장로 120,2016-12-23,장지동,,11710,10900,0,0896,0000,1171010900,primary,,11710-10900-0-0896-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10023897,
A10027070,DEV-WIRYE,신안인스빌아스트로,경기도 하남시 학암동 663,경기도 하남시 위례광장로 285-1,2017-02-22,학암동,,41450,11600,0,0663,0000,4145011600,primary,,41450-11600-0-0663-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10027070,
A10026944,DEV-WIRYE,위례센트럴자이,경기도 성남수정구 창곡동 504,경기도 성남시 수정구 위례광장로 97,2017-06-28,창곡동,,41131,10800,0,0504,0000,4113110800,primary,,41131-10800-0-0504-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10026944,
A10026777,DEV-WIRYE,LH위례31단지,경기도 성남수정구 창곡동 500,경기도 성남시 수정구 위례순환로 17,2017-07-07,창곡동,,41131,10800,0,0500,0000,4113110800,primary,,41131-10800-0-0500-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10026777,
A10026682,DEV-WIRYE,위례포레샤인아파트,서울특별시 송파구 장지동 905,서울특별시 송파구 위례순환로 477,2017-09-28,장지동,,11710,10900,0,0905,0000,1171010900,primary,,11710-10900-0-0905-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10026682,
A10024817,DEV-WIRYE,"위례역푸르지오4,5,6단지",경기도 성남수정구 창곡동 565,"경기도 성남시 수정구 위례광장로 12,경기도 성남시 수정구 위례광장로 34,경기도 성남시 수정구 위례광장로 36",2017-10-16,창곡동,,41131,10800,0,0565,0000,4113110800,primary,,41131-10800-0-0565-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10024817|A10024817,DUP_COUNT: 2
A10024817,DEV-WIRYE,"위례역푸르지오4,5,6단지",경기도 성남수정구 창곡동 564,"경기도 성남시 수정구 위례광장로 12,경기도 성남시 수정구 위례광장로 34,경기도 성남시 수정구 위례광장로 36",2017-10-16,창곡동,,41131,10800,0,0564,0000,4113110800,primary,,41131-10800-0-0564-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10024817|A10024817,DUP_COUNT: 2
A10024817,DEV-WIRYE,"위례역푸르지오4,5,6단지",경기도 성남수정구 창곡동 563,"경기도 성남시 수정구 위례광장로 12,경기도 성남시 수정구 위례광장로 34,경기도 성남시 수정구 위례광장로 36",2017-10-16,창곡동,,41131,10800,0,0563,0000,4113110800,primary,,41131-10800-0-0563-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10024817|A10024817,DUP_COUNT: 2
A10026623,DEV-WIRYE,e편한세상 테라스위례,경기도 성남수정구 창곡동 283-1,경기도 성남시 수정구 위례동이로 24,2017-11-28,창곡동,,41131,10800,0,0283,0001,4113110800,primary,,41131-10800-0-0283-0001,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10026623,
A10025589,DEV-WIRYE,위례포레스트사랑으로부영,경기도 성남수정구 창곡동 597,경기도 성남시 수정구 헌릉로 1005,2019-02-15,창곡동,,41131,10800,0,0597,0000,4113110800,primary,,41131-10800-0-0597-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10025589,
A10024577,DEV-WIRYE,위례포레샤인18단지,서울특별시 송파구 거여동 648,서울특별시 송파구 위례북로4길 12,2020-10-28,거여동,,11710,11300,0,0648,0000,1171011300,primary,,11710-11300-0-0648-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10024577,
A10024492,DEV-WIRYE,위례포레샤인13단지아파트,서울특별시 송파구 거여동 599,서울특별시 송파구 위례서이로 25,2020-12-22,거여동,,11710,11300,0,0599,0000,1171011300,primary,,11710-11300-0-0599-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10024492,
